Title,ingredients
Grilled Breaded Pork Chops,"fine bread crumbs, finely grated Parmigiano-Reggiano, Rounded salt, black pepper, bone-in center-cut pork chops, olive oil"
Flat Zucchini Omelet,"zucchini, salt, olive oil, finely marjoram flowers or, or a marjoram, eggs, black pepper, butter"
Bresaola Carpaccio with Gribiche Vinaigrette,"hard-boiled eggs, quartered, radishes, drained capers, rinsed and, cornichons or pickles, chives, lemon juice, salt, or to taste, black pepper, or to taste, extra-virgin olive oil, thinly air- beef such as bresaola or Bundnerfleisch, or prosciutto, baby arugula, finely grated Parmigiano-Reggiano"
Broiled Bluefish with Tomato and Herbs,"bluefish or Spanish mackerel fillets with skin, cut into portions if desired, black pepper, salt, mayonnaise, lemon juice, dill, chives, tomatoes, cut into -inch-thick"
Anchovy Fennel Toasts with Roasted Red Peppers,"red bell peppers, fennel seeds, butter, softened, to flat anchovy fillets, patted dry and, lemon juice, black pepper, diagonal baguette, an electric coffee/spice grinder or a mortar and pestle"
Mesclun Salad with Banon Cheese,"white-wine vinegar, salt, black pepper, olive oil, loosely packed mixed baby lettuces such as lolla rossa, oak-, or Bibb, individual Banon cheeses or soft goat cheese, at room temperature, Accompaniment: fougasse or baguette"
Celery Apple Gazpacho,"to celery ribs, Granny Smith apple, peeled and cored, cold water, lemon juice, salt, baguette, crust discarded, blanched almonds, extra-virgin olive oil, Garnish: thin celery matchstick curls"
Chilled Radish Buttermilk Soup,"trimmed radishes, quartered, seedless cucumber, peeled and, well-shaken chilled buttermilk, salt, seasoned rice vinegar, sugar, Garnish: thin cucumber and radish"
French Bread,"unbleached all-purpose flour, salt, distilled white vinegar, active dry yeast, warm water, olive oil, razor blade or very sharp knife, French bread pans ; a razor blade or very sharp knife"
Chicken Salad Sandwiches with Blue Cheese,"soft rolls, creamy blue cheese, cooked chicken, celery, light mayonnaise, thinly green onion, lemon juice, Salt and pepper"
Lemon Chiffon Pie with Gingersnap Crust,"finely gingersnap cookie crumbs, sugar, crystallized ginger, butter, ice cubes, water, envelope unflavored gelatin, plus sugar, strained lemon juice, egg yolks, finely grated lemon peel, fine sea salt, chilled whipping cream, powdered sugar, Lemon peel strips from lemon, removed with citrus zester"
Fresh Fruit with Mascarpone and White Chocolate Dip,"white chocolate, whipping cream, - marscapone cheese, vanilla extract, fruit, like strawberries, cherries, peaches, and nectarines"
Apricot-Walnut Crisp,"all purpose flour, old-fashioned oats, golden brown sugar, cinnamon, fine sea salt, chilled butter, cut into -inch cubes, walnuts, sugar, cornstarch, cinnamon, fine sea salt, apricots, halved, pitted, cut into -inch cubes, Vanilla ice cream"
Almond-Plum Buckle,"Nonstick vegetable oil spray, almonds, all purpose flour, baking powder, fine sea salt, butter, room temperature, plus sugar, eggs, vanilla extract, almond extract, plums, halved, pitted, cut into -inch-thick, cinnamon"
Sweet-Hot BBQ Tater Fries,"sweet potatoes or yams, peeled, cut lengthwise into -inch-thick, each cut lengthwise into -inch-wide strips, extra-virgin olive oil, plus more, rosemary, golden brown sugar, garlic powder, cayenne pepper"
"""Soda Jerk"" Beans","-inch cubes cooked ham, - tomatoes in juice, drained, - pork and beans, rinsed, drained, - black beans, rinsed, drained, - butter beans, rinsed, drained, - pinto beans, rinsed, drained, onion, red bell pepper, green bell pepper, dark brown sugar, cola-flavored soda, lemon-lime soda, curry powder, savory, garlic powder, cayenne pepper"
Grilled Zucchini with Garlic and Lemon Butter Baste,"zucchini, trimmed, halved lengthwise, butter, frozen unsweetened lemon juice concentrate or lemon juice, lemon-pepper seasoning, garlic powder, oregano, curry powder, grated Parmesan cheese"
Grilled Corn with Sweet-Savory Asian Glaze,"fish sauce *, water, golden brown sugar, black pepper, butter, olive oil, plus additional for brushing corn, thinly green onions, white part only, ears corn, husked"
Bbq Onion Steaks with Honey-Mustard Sauce,"olive oil, butter, Dijon mustard, honey, summer savory, Worcestershire sauce, sweet onions, peeled, cut horizontally into -inch-thick"
Baked Garden Tomatoes with Cheese,"extra-virgin olive oil, garlic, onion, vine-ripened or heirloom tomatoes, cut into -inch, chives, freshly grated Parmesan cheese, freshly grated Romano cheese, Two more ways to go: Add basil and/or cubes mozzarella cheese Or use yellow and green tomatoes with the red ones to add summer color"
Pasta with Grilled Vegetables and Feta,"- jar feta cheese cubes in oil with herbs and spices, bell peppers, seeded, cut into -inch-thick strips, red onion, halved through root end, cut into -inch-thick wedges with some root left intact, - cherry tomatoes, oregano, divided, castellane or penne pasta"
Tamarind-Glazed Turkey Burgers,"canola oil, peeled ginger, tamarind concentrate*, honey, water, lime juice, mayonnaise, peeled ginger, salt, red jalapeño chile with seeds, black pepper, green onions, natural turkey, -inch-diameter rolls, split horizontally, thin red onion, -inch-thick tomato, lettuce"
Spicy Chipotle Grilled Chicken,"canned chipotle chiles in adobo*, olive oil, garlic, pressed, onion, coarsely, cilantro, paprika, cumin, chili powder, salt, - chicken, cut into, Nonstick vegetable oil spray"
"Smoky Grilled Pork Steaks with ""Magic Dust""","paprika, chili powder, dry mustard, coarse kosher salt, sugar, cumin, granulated garlic, cayenne pepper, black pepper, thick bacon, finely, grated onion, grated tart green apple, garlic, ketchup, seasoned rice vinegar, apple juice, golden brown sugar, apple cider vinegar, Worcestershire sauce, yellow mustard, black pepper, cayenne pepper, - to - pork steaks, disposable x x -inch aluminum pan for charcoal grill; pans if using -burner gas grill; pans if using -burner gas grill, applewood chips, soaked in water at least minutes, divided"
"Moroccan-Spiced Lamb Burgers with Beet, Red Onion, and Orange Salsa","olive oil, lemon juice, honey, beets, boiled, peeled, cut into -inch cubes, orange, peel and pith cut away, flesh cut into -inch cubes, red onion, pitted green Greek olives, shallot, cilantro, jalapeño chile, seeded, garlic, salt, black pepper, paprika, cumin, lamb, Nonstick vegetable oil spray, cracked-wheat hamburger buns, split horizontally, thinly Bibb lettuce, Mayonnaise"
"Leg of Lamb ""Black and Tan""","- leg lamb, boned, butterflied, trimmed excess fat and sinew *, onion, peeled carrots, beef broth, Guinness Extra Stout, Harp lager beer, honey mustard, Disposable x x -inch aluminum baking pan, balsamic vinegar, granulated garlic, lemon pepper seasoning, chilled butter, cut into cubes, honey"
Grilled Pork Chops with Maple-Cranberry Glaze,"sugar, hot smoked paprika *, seasoned salt, dry mustard, fine sea salt, celery salt, garlic salt, black pepper, onion powder, chipotle chile powder or ancho chile powder, jellied cranberry sauce, pure maple syrup, cran-raspberry juice, Dijon mustard, triple sec or other orange liqueur, grated orange peel, fine sea salt, black pepper, Nonstick vegetable oil spray, -inch-thick center-cut pork rib chops"
"Grilled Chorizo, Goat Cheese, and Watercress Pita Pizzas","pork or beef chorizo sausages, plastic casings removed, watercress tops, divided, soft goat cheese, crumbled, - to -inch-diameter pita breads, Olive oil, mini sweet peppers, cut into thin rings"
Char-Grilled Beef Tenderloin with Three-Herb Chimichurri,"dark brown sugar, sweet smoked paprika*, coarse kosher salt, chipotle chile powder or ancho chile powder, black pepper, olive oil, Sherry wine vinegar or red wine vinegar, lemon juice, garlic, peeled, shallots, peeled, quartered, fine sea salt, freshly black pepper, red pepper, stemmed parsley, stemmed cilantro, stemmed mint, - beef tenderloin, olive oil"
Bourbon-Glazed Baby Back Ribs,"honey, bourbon, hoisin sauce, Dijon mustard, plum sauce, mild-flavored molasses, soy sauce, Worcestershire sauce, hot chili paste *, salt, black pepper, - to - racks baby back pork ribs, unsweetened pineapple juice"
Rainbow Slaw,"mayonnaise, apple cider vinegar, sugar, pure maple syrup, green cabbage, thinly, red cabbage, thinly, carrots, peeled, grated, yam, peeled, grated, unpeeled Fuji apple, cored, grated, unpeeled Golden Delicious apple, cored, grated, -size green pepper, cored, seeded, thinly, green onions, finely, Paprika"
Grilled Gazpacho Salad with Shrimp,"heads garlic, separated into, peeled, olive oil, divided, uncooked shrimp, deveined but with shells intact*, firm plum tomatoes, halved lengthwise, bunches green onions; root ends trimmed, onions left, - sweet onion, cut into -inch-thick, red bell pepper, quartered, cored, yellow bell pepper, quartered, cored, English hothouse cucumbers, peeled, halved lengthwise, x x -inch country-style bread, grape tomatoes, halved, red wine vinegar, hot pepper sauce, thinly basil, Lime wedges"
Cucumber Gimlets,"cucumbers, gin, lime juice, sugar, ice cubes, lime"
"Red, White, and Blue Potato Salad","green onions, divided, sour cream, mayonnaise, white wine vinegar, Dijon mustard, sugar, salt, black pepper, unpeeled or baby red-skinned potatoes, purple or blue potatoes, peeled, unpeeled white creamer or White Rose potatoes, cooked peas, or one - frozen, thawed, crumbled blue cheese, Paprika"
Mozzarella-Stuffed Grilled Portobellos with Balsamic Marinade,"extra-virgin olive oil, plus balsamic vinegar, garlic, divided, portobello mushrooms, stemmed, panko *, shredded mozzarella cheese, grated Parmesan cheese, green onions, oregano, thyme, butter"
Guacamole with Fresh Corn and Chipotle,"ripe avocados, halved, pitted, peeled, lime juice, ear corn, plum tomato, seeded, green onions, canned chipotle chile, finely *, sour cream"
Andouille and Beef Burgers with Spicy Mayo and Caramelized Onions,"mayonnaise, lemon juice, Cajun or Creole seasoning blend, hot pepper sauce, andouille sausage, cut into scant -inch cubes, pecans, toasted, salt, black pepper, beef chuck or beef, onions, thinly, olive oil plus more for brushing grill rack, garlic, golden brown sugar, hamburger buns, split, crumbled blue cheese, pickled okra pods, halved lengthwise*, watercress tops"
Summer Squash Sloppy Joes,"lean beef or turkey, onion, finely, carrot, summer squash, - tomato paste, garlic, mild chili powder, paprika, oregano, Kosher salt and freshly black pepper to taste, cheddar cheese, thinly, hamburger buns"
Baked Zucchini Fries with Tomato Coulis Dipping Sauce,"ripe tomatoes, peeled, cored, and, white-wine vinegar, honey, shallot or onion, basil, Kosher salt and freshly black pepper to taste, unseasoned bread crumbs, kosher salt, freshly black pepper, all-purpose flour, eggs, beaten, zucchini, cut lengthwise into -inch-long and -inch-thick"
Chocolate Zucchini Mini-Muffins,"granulated sugar, canola or vegetable oil, vanilla extract, eggs, buttermilk or plain yogurt, shredded zucchini, Zest lemon, finely grated, Zest and juice orange, all-purpose flour, cocoa powder, baking soda, kosher salt, cinnamon, pecans or walnuts, Neufchâtel or cream cheese, at room temperature, butter, at room temperature, confectioners' sugar"
Ramos Gin Fizz,"gin, tablespoonsimple syrup, half-and-half, egg white, vanilla extract, orange flower water, lemon-lime soda, Orange wedge, for garnish"
Pickled Shrimp and Vegetables,"to lemons, white-wine vinegar, olive oil, sugar, hot red-pepper flakes, kosher salt, pickling spices, fennel seeds, garlic, Turkish bay or California, fennel bulb, stalks discarded, celery ribs, diagonally, sweet onion such as Vidalia, halved lengthwise and thinly crosswise, shrimp in shell, peeled, tail and first shell segment left intact, and deveined, flat- parsley"
Pickled Red Onions,"red onions, cider vinegar, salt"
Cinnamon Blueberry Muffins,"butter, and cooled, packed light brown sugar, milk, egg, all-purpose flour, baking powder, cinnamon, salt, blueberries, a muffin pan with muffin ; foil or paper muffin liners"
Garlic Knots,"olive oil plus additional for greasing pan, frozen pizza dough, thawed, garlic, salt, finely flat- parsley, Parmigiano-Reggiano, finely grated"
Zucchini Ginger Cupcakes,"crystallized ginger, coarsely, all-purpose flour, ginger, cinnamon, finely grated orange zest, salt, baking soda, baking powder, coarsely grated zucchini, mild olive oil, mild honey, eggs, lightly beaten, vanilla, cream cheese, softened, butter, softened, confectioners sugar, vanilla, ginger, cinnamon, finely grated orange zest, a muffin pan with ; paper liners"
Two-Berry Shortcakes,"all-purpose flour, baking powder, baking soda, salt, sugar, cold butter, cut into bits, well-shaken buttermilk, raspberries, blackberries, sugar, well-chilled heavy cream, sugar"
Blueberry-Lime Ice Pops,"or frozen blueberries, preferably wild, sugar, or to taste, water, lime juice, to ice pop molds and"
Fruit in Lemon-Verbena Syrup,"mixed fruit such as raspberries, blackberries, red or white currants, pink gooseberries, blueberries, strawberries, and cherries, sugar, lemon verbena, water, lemon juice, or to taste, Accompaniment: cassis sorbet"
English Cookies,"scant sweet butter, soft brown sugar, superfine sugar, egg, lightly beaten, a few drops vanilla extract, all-purpose flour, baking powder, milk, shelled hazelnuts, coarsely, semisweet chocolate, coarsely, salt"
